min_lat,max_lat,min_lon,max_lon,species_count,obs_count,interpolated,top_species_json
31.33,31.35,-114.05,-114.026667,0.0,0,False,[]
31.33,31.35,-114.026667,-114.003333,0.0,0,False,[]
31.33,31.35,-114.003333,-113.98,0.0,0,False,[]
31.33,31.35,-113.98,-113.956667,0.0,0,False,[]
31.33,31.35,-113.956667,-113.933333,0.0,0,False,[]
31.33,31.35,-113.933333,-113.91,0.0,0,False,[]
31.33,31.35,-113.91,-113.886667,0.0,0,False,[]
31.33,31.35,-113.886667,-113.863333,0.0,0,False,[]
31.33,31.35,-113.863333,-113.84,0.0,0,False,[]
31.33,31.35,-113.84,-113.816667,0.0,0,False,[]
31.33,31.35,-113.816667,-113.793333,0.0,0,False,[]
31.33,31.35,-113.793333,-113.77,0.0,0,False,[]
31.33,31.35,-113.77,-113.746667,0.0,0,False,[]
31.33,31.35,-113.746667,-113.723333,0.0,0,False,[]
31.33,31.35,-113.723333,-113.7,0.0,0,False,[]
31.33,31.35,-113.7,-113.676667,0.0,0,False,[]
31.33,31.35,-113.676667,-113.653333,0.0,0,False,[]
31.33,31.35,-113.653333,-113.63,0.0,0,False,[]
31.33,31.35,-113.63,-113.606667,0.0,0,False,[]
31.33,31.35,-113.606667,-113.583333,0.0,0,False,[]
31.33,31.35,-113.583333,-113.56,0.0,0,False,[]
31.33,31.35,-113.56,-113.536667,0.0,0,False,[]
31.33,31.35,-113.536667,-113.513333,0.0,0,False,[]
31.33,31.35,-113.513333,-113.49,0.0,0,False,[]
31.33,31.35,-113.49,-113.466667,0.0,0,False,[]
31.33,31.35,-113.466667,-113.443333,0.0,0,False,[]
31.33,31.35,-113.443333,-113.42,0.0,0,False,[]
31.33,31.35,-113.42,-113.396667,0.0,0,False,[]
31.33,31.35,-113.396667,-113.373333,0.0,0,False,[]
31.33,31.35,-113.373333,-113.35,0.0,0,False,[]
31.33,31.35,-113.35,-113.326667,0.0,0,False,[]
31.33,31.35,-113.326667,-113.303333,0.0,0,False,[]
31.33,31.35,-113.303333,-113.28,0.0,0,False,[]
31.33,31.35,-113.28,-113.256667,0.0,0,False,[]
31.33,31.35,-113.256667,-113.233333,0.0,0,False,[]
31.33,31.35,-113.233333,-113.21,0.0,0,False,[]
31.33,31.35,-113.21,-113.186667,0.0,0,False,[]
31.33,31.35,-113.186667,-113.163333,0.0,0,False,[]
31.33,31.35,-113.163333,-113.14,0.0,0,False,[]
31.33,31.35,-113.14,-113.116667,0.0,0,False,[]
31.33,31.35,-113.116667,-113.093333,0.0,0,False,[]
31.33,31.35,-113.093333,-113.07,0.0,0,False,[]
31.33,31.35,-113.07,-113.046667,0.0,0,False,[]
31.33,31.35,-113.046667,-113.023333,0.0,0,False,[]
31.33,31.35,-113.023333,-113.0,0.0,0,False,[]
31.33,31.35,-113.0,-112.976667,0.0,0,False,[]
31.33,31.35,-112.976667,-112.953333,0.0,0,False,[]
31.33,31.35,-112.953333,-112.93,0.0,0,False,[]
31.33,31.35,-112.93,-112.906667,0.0,0,False,[]
31.33,31.35,-112.906667,-112.883333,0.0,0,False,[]
31.33,31.35,-112.883333,-112.86,0.0,0,False,[]
31.33,31.35,-112.86,-112.836667,0.0,0,False,[]
31.33,31.35,-112.836667,-112.813333,0.0,0,False,[]
31.33,31.35,-112.813333,-112.79,0.0,0,False,[]
31.33,31.35,-112.79,-112.766667,0.0,0,False,[]
31.33,31.35,-112.766667,-112.743333,0.0,0,False,[]
31.33,31.35,-112.743333,-112.72,0.0,0,False,[]
31.33,31.35,-112.72,-112.696667,0.0,0,False,[]
31.33,31.35,-112.696667,-112.673333,0.0,0,False,[]
31.33,31.35,-112.673333,-112.65,0.0,0,False,[]
31.33,31.35,-112.65,-112.626667,0.0,0,False,[]
31.33,31.35,-112.626667,-112.603333,0.0,0,False,[]
31.33,31.35,-112.603333,-112.58,0.0,0,False,[]
31.33,31.35,-112.58,-112.556667,0.0,0,False,[]
31.33,31.35,-112.556667,-112.533333,0.0,0,False,[]
31.33,31.35,-112.533333,-112.51,0.0,0,False,[]
31.33,31.35,-112.51,-112.486667,0.0,0,False,[]
31.33,31.35,-112.486667,-112.463333,0.0,0,False,[]
31.33,31.35,-112.463333,-112.44,0.0,0,False,[]
31.33,31.35,-112.44,-112.416667,0.0,0,False,[]
31.33,31.35,-112.416667,-112.393333,0.0,0,False,[]
31.33,31.35,-112.393333,-112.37,0.0,0,False,[]
31.33,31.35,-112.37,-112.346667,0.0,0,False,[]
31.33,31.35,-112.346667,-112.323333,0.0,0,False,[]
31.33,31.35,-112.323333,-112.3,0.0,0,False,[]
31.33,31.35,-112.3,-112.276667,0.0,0,False,[]
31.33,31.35,-112.276667,-112.253333,0.0,0,False,[]
31.33,31.35,-112.253333,-112.23,0.0,0,False,[]
31.33,31.35,-112.23,-112.206667,0.0,0,False,[]
31.33,31.35,-112.206667,-112.183333,0.0,0,False,[]
31.33,31.35,-112.183333,-112.16,0.0,0,False,[]
31.33,31.35,-112.16,-112.136667,0.0,0,False,[]
31.33,31.35,-112.136667,-112.113333,0.0,0,False,[]
31.33,31.35,-112.113333,-112.09,0.0,0,False,[]
31.33,31.35,-112.09,-112.066667,0.0,0,False,[]
31.33,31.35,-112.066667,-112.043333,0.0,0,False,[]
31.33,31.35,-112.043333,-112.02,0.0,0,False,[]
31.33,31.35,-112.02,-111.996667,0.0,0,False,[]
31.33,31.35,-111.996667,-111.973333,0.0,0,False,[]
31.33,31.35,-111.973333,-111.95,0.0,0,False,[]
31.33,31.35,-111.95,-111.926667,0.0,0,False,[]
31.33,31.35,-111.926667,-111.903333,0.0,0,False,[]
31.33,31.35,-111.903333,-111.88,0.0,0,False,[]
31.33,31.35,-111.88,-111.856667,0.0,0,False,[]
31.33,31.35,-111.856667,-111.833333,0.0,0,False,[]
31.33,31.35,-111.833333,-111.81,0.0,0,False,[]
31.33,31.35,-111.81,-111.786667,0.0,0,False,[]
31.33,31.35,-111.786667,-111.763333,0.0,0,False,[]
31.33,31.35,-111.763333,-111.74,0.0,0,False,[]
31.33,31.35,-111.74,-111.716667,0.0,0,False,[]
31.33,31.35,-111.716667,-111.693333,0.0,0,False,[]
31.33,31.35,-111.693333,-111.67,0.0,0,False,[]
31.33,31.35,-111.67,-111.646667,0.0,0,False,[]
31.33,31.35,-111.646667,-111.623333,0.0,0,False,[]
31.33,31.35,-111.623333,-111.6,0.0,0,False,[]
31.33,31.35,-111.6,-111.576667,0.0,0,False,[]
31.33,31.35,-111.576667,-111.553333,0.0,0,False,[]
31.33,31.35,-111.553333,-111.53,0.0,0,False,[]
31.33,31.35,-111.53,-111.506667,0.0,0,False,[]
31.33,31.35,-111.506667,-111.483333,0.0,0,False,[]
31.33,31.35,-111.483333,-111.46,0.0,0,False,[]
31.33,31.35,-111.46,-111.436667,0.0,0,False,[]
31.33,31.35,-111.436667,-111.413333,0.0,0,False,[]
31.33,31.35,-111.413333,-111.39,0.0,0,False,[]
31.33,31.35,-111.39,-111.366667,0.0,0,False,[]
31.33,31.35,-111.366667,-111.343333,0.0,0,False,[]
31.33,31.35,-111.343333,-111.32,0.0,0,False,[]
31.33,31.35,-111.32,-111.296667,170.0,0,True,[]
31.33,31.35,-111.296667,-111.273333,119.0,0,True,[]
31.33,31.35,-111.273333,-111.25,113.3,0,True,[]
31.33,31.35,-111.25,-111.226667,104.4,0,True,[]
31.33,31.35,-111.226667,-111.203333,102.5,0,True,[]
31.33,31.35,-111.203333,-111.18,105.0,0,True,[]
31.33,31.35,-111.18,-111.156667,152.7,0,True,[]
31.33,31.35,-111.156667,-111.133333,173.7,0,True,[]
31.33,31.35,-111.133333,-111.11,199.0,0,True,[]
31.33,31.35,-111.11,-111.086667,200.0,0,True,[]
31.33,31.35,-111.086667,-111.063333,174.4,0,True,[]
31.33,31.35,-111.063333,-111.04,144.8,0,True,[]
31.33,31.35,-111.04,-111.016667,120.3,0,True,[]
31.33,31.35,-111.016667,-110.993333,103.0,1,False,"[""Mariposa Canyon""]"
31.33,31.35,-110.993333,-110.97,107.4,0,True,[]
31.33,31.35,-110.97,-110.946667,129.3,0,True,[]
31.33,31.35,-110.946667,-110.923333,138.0,1,False,"[""Nogales Cemetery""]"
31.33,31.35,-110.923333,-110.9,154.2,0,True,[]
31.33,31.35,-110.9,-110.876667,192.9,0,True,[]
31.33,31.35,-110.876667,-110.853333,213.4,0,True,[]
31.33,31.35,-110.853333,-110.83,238.7,0,True,[]
31.33,31.35,-110.83,-110.806667,233.5,0,True,[]
31.33,31.35,-110.806667,-110.783333,202.0,0,True,[]
31.33,31.35,-110.783333,-110.76,101.8,0,True,[]
31.33,31.35,-110.76,-110.736667,102.3,0,True,[]
31.33,31.35,-110.736667,-110.713333,100.2,0,True,[]
31.33,31.35,-110.713333,-110.69,96.8,0,True,[]
31.33,31.35,-110.69,-110.666667,95.9,0,True,[]
31.33,31.35,-110.666667,-110.643333,96.8,0,True,[]
31.33,31.35,-110.643333,-110.62,91.5,0,True,[]
31.33,31.35,-110.62,-110.596667,118.7,0,True,[]
31.33,31.35,-110.596667,-110.573333,125.0,0,True,[]
31.33,31.35,-110.573333,-110.55,125.0,0,True,[]
31.33,31.35,-110.55,-110.526667,125.0,1,False,"[""San Rafael Grasslands--Duquesne Road tank""]"
31.33,31.35,-110.526667,-110.503333,125.0,0,True,[]
31.33,31.35,-110.503333,-110.48,125.0,0,True,[]
31.33,31.35,-110.48,-110.456667,125.0,0,True,[]
31.33,31.35,-110.456667,-110.433333,0.0,0,False,[]
31.33,31.35,-110.433333,-110.41,134.0,0,True,[]
31.33,31.35,-110.41,-110.386667,128.7,0,True,[]
31.33,31.35,-110.386667,-110.363333,115.9,0,True,[]
31.33,31.35,-110.363333,-110.34,121.1,0,True,[]
31.33,31.35,-110.34,-110.316667,130.1,0,True,[]
31.33,31.35,-110.316667,-110.293333,135.3,0,True,[]
31.33,31.35,-110.293333,-110.27,148.5,0,True,[]
31.33,31.35,-110.27,-110.246667,201.0,3,False,"[""Coronado National Memorial"", ""Coronado NM--Joe's Canyon Trail"", ""Coronado NM--Cave Trail""]"
31.33,31.35,-110.246667,-110.223333,75.0,1,False,"[""Coronado National Memorial--Windmill Trail""]"
31.33,31.35,-110.223333,-110.2,120.0,0,True,[]
31.33,31.35,-110.2,-110.176667,149.0,0,True,[]
31.33,31.35,-110.176667,-110.153333,162.5,0,True,[]
31.33,31.35,-110.153333,-110.13,190.0,0,True,[]
31.33,31.35,-110.13,-110.106667,187.2,0,True,[]
31.33,31.35,-110.106667,-110.083333,186.4,0,True,[]
31.33,31.35,-110.083333,-110.06,187.4,0,True,[]
31.33,31.35,-110.06,-110.036667,189.3,0,True,[]
31.33,31.35,-110.036667,-110.013333,125.5,0,True,[]
31.33,31.35,-110.013333,-109.99,92.0,0,True,[]
31.33,31.35,-109.99,-109.966667,92.0,0,True,[]
31.33,31.35,-109.966667,-109.943333,92.0,1,False,"[""Greenbush Draw--Wilson Rd""]"
31.33,31.35,-109.943333,-109.92,92.0,0,True,[]
31.33,31.35,-109.92,-109.896667,92.0,0,True,[]
31.33,31.35,-109.896667,-109.873333,92.0,0,True,[]
31.33,31.35,-109.873333,-109.85,0.0,0,False,[]
31.33,31.35,-109.85,-109.826667,0.0,0,False,[]
31.33,31.35,-109.826667,-109.803333,0.0,0,False,[]
31.33,31.35,-109.803333,-109.78,0.0,0,False,[]
31.33,31.35,-109.78,-109.756667,160.0,0,True,[]
31.33,31.35,-109.756667,-109.733333,160.0,0,True,[]
31.33,31.35,-109.733333,-109.71,160.0,0,True,[]
31.33,31.35,-109.71,-109.686667,160.0,0,True,[]
31.33,31.35,-109.686667,-109.663333,160.0,0,True,[]
31.33,31.35,-109.663333,-109.64,160.0,0,True,[]
31.33,31.35,-109.64,-109.616667,100.0,0,True,[]
31.33,31.35,-109.616667,-109.593333,53.2,0,True,[]
31.33,31.35,-109.593333,-109.57,50.5,0,True,[]
31.33,31.35,-109.57,-109.546667,46.0,1,False,"[""Douglas--10th Street Park""]"
31.33,31.35,-109.546667,-109.523333,73.0,2,False,"[""Calvary Cemetery"", ""Douglas--8th Street Park""]"
31.33,31.35,-109.523333,-109.5,43.0,1,False,"[""Douglas--Airport Park""]"
31.33,31.35,-109.5,-109.476667,48.8,0,True,[]
31.33,31.35,-109.476667,-109.453333,51.5,0,True,[]
31.33,31.35,-109.453333,-109.43,43.0,0,True,[]
31.33,31.35,-109.43,-109.406667,0.0,0,False,[]
31.33,31.35,-109.406667,-109.383333,0.0,0,False,[]
31.33,31.35,-109.383333,-109.36,0.0,0,False,[]
31.33,31.35,-109.36,-109.336667,224.0,0,True,[]
31.33,31.35,-109.336667,-109.313333,249.4,0,True,[]
31.33,31.35,-109.313333,-109.29,238.8,0,True,[]
31.33,31.35,-109.29,-109.266667,224.0,1,False,"[""Slaughter Ranch""]"
31.33,31.35,-109.266667,-109.243333,268.5,0,True,[]
31.33,31.35,-109.243333,-109.22,283.3,0,True,[]
31.33,31.35,-109.22,-109.196667,281.2,0,True,[]
31.33,31.35,-109.196667,-109.173333,313.0,0,True,[]
31.33,31.35,-109.173333,-109.15,0.0,0,False,[]
31.33,31.35,-109.15,-109.126667,222.0,0,True,[]
31.33,31.35,-109.126667,-109.103333,222.0,0,True,[]
31.33,31.35,-109.103333,-109.08,222.0,0,True,[]
31.33,31.35,-109.08,-109.056667,222.0,1,False,"[""Guadalupe Canyon (Cochise Co.)""]"
31.33,31.35,-109.056667,-109.04,222.0,0,True,[]
31.35,31.37,-114.82,-114.796667,0.0,0,False,[]
31.35,31.37,-114.796667,-114.773333,0.0,0,False,[]
31.35,31.37,-114.773333,-114.75,0.0,0,False,[]
31.35,31.37,-114.75,-114.726667,0.0,0,False,[]
31.35,31.37,-114.726667,-114.703333,0.0,0,False,[]
31.35,31.37,-114.703333,-114.68,0.0,0,False,[]
31.35,31.37,-114.68,-114.656667,0.0,0,False,[]
31.35,31.37,-114.656667,-114.633333,0.0,0,False,[]
31.35,31.37,-114.633333,-114.61,0.0,0,False,[]
31.35,31.37,-114.61,-114.586667,0.0,0,False,[]
31.35,31.37,-114.586667,-114.563333,0.0,0,False,[]
31.35,31.37,-114.563333,-114.54,0.0,0,False,[]
31.35,31.37,-114.54,-114.516667,0.0,0,False,[]
31.35,31.37,-114.516667,-114.493333,0.0,0,False,[]
31.35,31.37,-114.493333,-114.47,0.0,0,False,[]
31.35,31.37,-114.47,-114.446667,0.0,0,False,[]
31.35,31.37,-114.446667,-114.423333,0.0,0,False,[]
31.35,31.37,-114.423333,-114.4,0.0,0,False,[]
31.35,31.37,-114.4,-114.376667,0.0,0,False,[]
31.35,31.37,-114.376667,-114.353333,0.0,0,False,[]
31.35,31.37,-114.353333,-114.33,0.0,0,False,[]
31.35,31.37,-114.33,-114.306667,0.0,0,False,[]
31.35,31.37,-114.306667,-114.283333,0.0,0,False,[]
31.35,31.37,-114.283333,-114.26,0.0,0,False,[]
31.35,31.37,-114.26,-114.236667,0.0,0,False,[]
31.35,31.37,-114.236667,-114.213333,0.0,0,False,[]
31.35,31.37,-114.213333,-114.19,0.0,0,False,[]
31.35,31.37,-114.19,-114.166667,0.0,0,False,[]
31.35,31.37,-114.166667,-114.143333,0.0,0,False,[]
31.35,31.37,-114.143333,-114.12,0.0,0,False,[]
31.35,31.37,-114.12,-114.096667,0.0,0,False,[]
31.35,31.37,-114.096667,-114.073333,0.0,0,False,[]
31.35,31.37,-114.073333,-114.05,0.0,0,False,[]
31.35,31.37,-114.05,-114.026667,0.0,0,False,[]
31.35,31.37,-114.026667,-114.003333,0.0,0,False,[]
31.35,31.37,-114.003333,-113.98,0.0,0,False,[]
31.35,31.37,-113.98,-113.956667,0.0,0,False,[]
31.35,31.37,-113.956667,-113.933333,0.0,0,False,[]
31.35,31.37,-113.933333,-113.91,0.0,0,False,[]
31.35,31.37,-113.91,-113.886667,0.0,0,False,[]
31.35,31.37,-113.886667,-113.863333,0.0,0,False,[]
31.35,31.37,-113.863333,-113.84,0.0,0,False,[]
31.35,31.37,-113.84,-113.816667,0.0,0,False,[]
31.35,31.37,-113.816667,-113.793333,0.0,0,False,[]
31.35,31.37,-113.793333,-113.77,0.0,0,False,[]
31.35,31.37,-113.77,-113.746667,0.0,0,False,[]
31.35,31.37,-113.746667,-113.723333,0.0,0,False,[]
31.35,31.37,-113.723333,-113.7,0.0,0,False,[]
31.35,31.37,-113.7,-113.676667,0.0,0,False,[]
31.35,31.37,-113.676667,-113.653333,0.0,0,False,[]
31.35,31.37,-113.653333,-113.63,0.0,0,False,[]
31.35,31.37,-113.63,-113.606667,0.0,0,False,[]
31.35,31.37,-113.606667,-113.583333,0.0,0,False,[]
31.35,31.37,-113.583333,-113.56,0.0,0,False,[]
31.35,31.37,-113.56,-113.536667,0.0,0,False,[]
31.35,31.37,-113.536667,-113.513333,0.0,0,False,[]
31.35,31.37,-113.513333,-113.49,0.0,0,False,[]
31.35,31.37,-113.49,-113.466667,0.0,0,False,[]
31.35,31.37,-113.466667,-113.443333,0.0,0,False,[]
31.35,31.37,-113.443333,-113.42,0.0,0,False,[]
31.35,31.37,-113.42,-113.396667,0.0,0,False,[]
31.35,31.37,-113.396667,-113.373333,0.0,0,False,[]
31.35,31.37,-113.373333,-113.35,0.0,0,False,[]
31.35,31.37,-113.35,-113.326667,0.0,0,False,[]
31.35,31.37,-113.326667,-113.303333,0.0,0,False,[]
31.35,31.37,-113.303333,-113.28,0.0,0,False,[]
31.35,31.37,-113.28,-113.256667,0.0,0,False,[]
31.35,31.37,-113.256667,-113.233333,0.0,0,False,[]
31.35,31.37,-113.233333,-113.21,0.0,0,False,[]
31.35,31.37,-113.21,-113.186667,0.0,0,False,[]
31.35,31.37,-113.186667,-113.163333,0.0,0,False,[]
31.35,31.37,-113.163333,-113.14,0.0,0,False,[]
31.35,31.37,-113.14,-113.116667,0.0,0,False,[]
31.35,31.37,-113.116667,-113.093333,0.0,0,False,[]
31.35,31.37,-113.093333,-113.07,0.0,0,False,[]
31.35,31.37,-113.07,-113.046667,0.0,0,False,[]
31.35,31.37,-113.046667,-113.023333,0.0,0,False,[]
31.35,31.37,-113.023333,-113.0,0.0,0,False,[]
31.35,31.37,-113.0,-112.976667,0.0,0,False,[]
31.35,31.37,-112.976667,-112.953333,0.0,0,False,[]
31.35,31.37,-112.953333,-112.93,0.0,0,False,[]
31.35,31.37,-112.93,-112.906667,0.0,0,False,[]
31.35,31.37,-112.906667,-112.883333,0.0,0,False,[]
31.35,31.37,-112.883333,-112.86,0.0,0,False,[]
31.35,31.37,-112.86,-112.836667,0.0,0,False,[]
31.35,31.37,-112.836667,-112.813333,0.0,0,False,[]
31.35,31.37,-112.813333,-112.79,0.0,0,False,[]
31.35,31.37,-112.79,-112.766667,0.0,0,False,[]
31.35,31.37,-112.766667,-112.743333,0.0,0,False,[]
31.35,31.37,-112.743333,-112.72,0.0,0,False,[]
31.35,31.37,-112.72,-112.696667,0.0,0,False,[]
31.35,31.37,-112.696667,-112.673333,0.0,0,False,[]
31.35,31.37,-112.673333,-112.65,0.0,0,False,[]
31.35,31.37,-112.65,-112.626667,0.0,0,False,[]
31.35,31.37,-112.626667,-112.603333,0.0,0,False,[]
31.35,31.37,-112.603333,-112.58,0.0,0,False,[]
31.35,31.37,-112.58,-112.556667,0.0,0,False,[]
31.35,31.37,-112.556667,-112.533333,0.0,0,False,[]
31.35,31.37,-112.533333,-112.51,0.0,0,False,[]
31.35,31.37,-112.51,-112.486667,0.0,0,False,[]
31.35,31.37,-112.486667,-112.463333,0.0,0,False,[]
31.35,31.37,-112.463333,-112.44,0.0,0,False,[]
31.35,31.37,-112.44,-112.416667,0.0,0,False,[]
31.35,31.37,-112.416667,-112.393333,0.0,0,False,[]
31.35,31.37,-112.393333,-112.37,0.0,0,False,[]
31.35,31.37,-112.37,-112.346667,0.0,0,False,[]
31.35,31.37,-112.346667,-112.323333,0.0,0,False,[]
31.35,31.37,-112.323333,-112.3,0.0,0,False,[]
31.35,31.37,-112.3,-112.276667,0.0,0,False,[]
31.35,31.37,-112.276667,-112.253333,0.0,0,False,[]
31.35,31.37,-112.253333,-112.23,0.0,0,False,[]
31.35,31.37,-112.23,-112.206667,0.0,0,False,[]
31.35,31.37,-112.206667,-112.183333,0.0,0,False,[]
31.35,31.37,-112.183333,-112.16,0.0,0,False,[]
31.35,31.37,-112.16,-112.136667,0.0,0,False,[]
31.35,31.37,-112.136667,-112.113333,0.0,0,False,[]
31.35,31.37,-112.113333,-112.09,0.0,0,False,[]
31.35,31.37,-112.09,-112.066667,0.0,0,False,[]
31.35,31.37,-112.066667,-112.043333,0.0,0,False,[]
31.35,31.37,-112.043333,-112.02,0.0,0,False,[]
31.35,31.37,-112.02,-111.996667,0.0,0,False,[]
31.35,31.37,-111.996667,-111.973333,0.0,0,False,[]
31.35,31.37,-111.973333,-111.95,0.0,0,False,[]
31.35,31.37,-111.95,-111.926667,0.0,0,False,[]
31.35,31.37,-111.926667,-111.903333,0.0,0,False,[]
31.35,31.37,-111.903333,-111.88,0.0,0,False,[]
31.35,31.37,-111.88,-111.856667,0.0,0,False,[]
31.35,31.37,-111.856667,-111.833333,0.0,0,False,[]
31.35,31.37,-111.833333,-111.81,0.0,0,False,[]
31.35,31.37,-111.81,-111.786667,0.0,0,False,[]
31.35,31.37,-111.786667,-111.763333,0.0,0,False,[]
31.35,31.37,-111.763333,-111.74,0.0,0,False,[]
31.35,31.37,-111.74,-111.716667,0.0,0,False,[]
31.35,31.37,-111.716667,-111.693333,0.0,0,False,[]
31.35,31.37,-111.693333,-111.67,0.0,0,False,[]
31.35,31.37,-111.67,-111.646667,0.0,0,False,[]
31.35,31.37,-111.646667,-111.623333,0.0,0,False,[]
31.35,31.37,-111.623333,-111.6,0.0,0,False,[]
31.35,31.37,-111.6,-111.576667,0.0,0,False,[]
31.35,31.37,-111.576667,-111.553333,0.0,0,False,[]
31.35,31.37,-111.553333,-111.53,0.0,0,False,[]
31.35,31.37,-111.53,-111.506667,0.0,0,False,[]
31.35,31.37,-111.506667,-111.483333,0.0,0,False,[]
31.35,31.37,-111.483333,-111.46,0.0,0,False,[]
31.35,31.37,-111.46,-111.436667,0.0,0,False,[]
31.35,31.37,-111.436667,-111.413333,0.0,0,False,[]
31.35,31.37,-111.413333,-111.39,0.0,0,False,[]
31.35,31.37,-111.39,-111.366667,0.0,0,False,[]
31.35,31.37,-111.366667,-111.343333,33.0,0,True,[]
31.35,31.37,-111.343333,-111.32,33.0,0,True,[]
31.35,31.37,-111.32,-111.296667,120.2,0,True,[]
31.35,31.37,-111.296667,-111.273333,115.5,0,True,[]
31.35,31.37,-111.273333,-111.25,129.1,0,True,[]
31.35,31.37,-111.25,-111.226667,118.3,0,True,[]
31.35,31.37,-111.226667,-111.203333,103.4,0,True,[]
31.35,31.37,-111.203333,-111.18,121.7,0,True,[]
31.35,31.37,-111.18,-111.156667,161.9,0,True,[]
31.35,31.37,-111.156667,-111.133333,178.9,0,True,[]
31.35,31.37,-111.133333,-111.11,201.8,0,True,[]
31.35,31.37,-111.11,-111.086667,201.2,0,True,[]
31.35,31.37,-111.086667,-111.063333,183.0,0,True,[]
31.35,31.37,-111.063333,-111.04,159.2,0,True,[]
31.35,31.37,-111.04,-111.016667,128.8,0,True,[]
31.35,31.37,-111.016667,-110.993333,106.1,0,True,[]
31.35,31.37,-110.993333,-110.97,81.0,1,False,"[""Potrero Canyon""]"
31.35,31.37,-110.97,-110.946667,150.4,0,True,[]
31.35,31.37,-110.946667,-110.923333,160.2,0,True,[]
31.35,31.37,-110.923333,-110.9,170.0,0,True,[]
31.35,31.37,-110.9,-110.876667,202.9,0,True,[]
31.35,31.37,-110.876667,-110.853333,234.1,0,True,[]
31.35,31.37,-110.853333,-110.83,222.8,0,True,[]
31.35,31.37,-110.83,-110.806667,193.1,0,True,[]
31.35,31.37,-110.806667,-110.783333,164.5,0,True,[]
31.35,31.37,-110.783333,-110.76,97.9,0,True,[]
31.35,31.37,-110.76,-110.736667,105.6,0,True,[]
31.35,31.37,-110.736667,-110.713333,103.8,0,True,[]
31.35,31.37,-110.713333,-110.69,92.2,0,True,[]
31.35,31.37,-110.69,-110.666667,93.1,0,True,[]
31.35,31.37,-110.666667,-110.643333,96.6,0,True,[]
31.35,31.37,-110.643333,-110.62,93.1,0,True,[]
31.35,31.37,-110.62,-110.596667,116.7,0,True,[]
31.35,31.37,-110.596667,-110.573333,125.0,0,True,[]
31.35,31.37,-110.573333,-110.55,125.0,0,True,[]
31.35,31.37,-110.55,-110.526667,125.0,0,True,[]
31.35,31.37,-110.526667,-110.503333,140.4,0,True,[]
31.35,31.37,-110.503333,-110.48,150.8,0,True,[]
31.35,31.37,-110.48,-110.456667,164.2,0,True,[]
31.35,31.37,-110.456667,-110.433333,178.1,0,True,[]
31.35,31.37,-110.433333,-110.41,156.3,0,True,[]
31.35,31.37,-110.41,-110.386667,140.7,0,True,[]
31.35,31.37,-110.386667,-110.363333,127.4,0,True,[]
31.35,31.37,-110.363333,-110.34,126.9,0,True,[]
31.35,31.37,-110.34,-110.316667,129.5,0,True,[]
31.35,31.37,-110.316667,-110.293333,139.0,1,False,"[""Copper Canyon""]"
31.35,31.37,-110.293333,-110.27,155.0,2,False,"[""Coronado NM--Montezuma Pass"", ""Crest Trail--Montezuma Pass to Wilderness Boundary""]"
31.35,31.37,-110.27,-110.246667,146.7,0,True,[]
31.35,31.37,-110.246667,-110.223333,136.9,0,True,[]
31.35,31.37,-110.223333,-110.2,144.7,0,True,[]
31.35,31.37,-110.2,-110.176667,161.3,0,True,[]
31.35,31.37,-110.176667,-110.153333,176.6,0,True,[]
